"","ID","fold","lon","lat"
"CBNA_570427","CBNA_570427",2,6.543931883,44.95466923
"CBNA_570428","CBNA_570428",2,6.457329836,45.01964702
"CBNA_570431","CBNA_570431",3,6.470029353,45.00844246
"CBNA_570462","CBNA_570462",4,6.1719224,44.78889143
"CBNA_570474","CBNA_570474",1,6.26618261,44.84359212
"CBNA_570506","CBNA_570506",2,6.269197641,44.85061203
"CBNA_570511","CBNA_570511",1,6.248632405,44.79853929
"CBNA_570513","CBNA_570513",3,6.248740423,44.79519141
"CBNA_570517","CBNA_570517",3,6.243763234,44.79099751
"CBNA_570519","CBNA_570519",2,6.243178286,44.79171746
"CBNA_570520","CBNA_570520",1,6.233781881,44.78910753
"CBNA_570521","CBNA_570521",4,6.234753966,44.79048447
"CBNA_570522","CBNA_570522",4,6.23567193,44.79071844
"CBNA_570523","CBNA_570523",4,6.239587112,44.79446238
"CBNA_570525","CBNA_570525",1,6.246562355,44.79517341
"CBNA_570527","CBNA_570527",2,6.244708271,44.79829624
"CBNA_570533","CBNA_570533",2,6.2183731,44.79936724
"CBNA_570537","CBNA_570537",2,6.230703718,44.79401235
"CBNA_570540","CBNA_570540",2,6.2246464,44.80546907
"CBNA_570541","CBNA_570541",1,6.224934347,44.80635105
"CBNA_570542","CBNA_570542",4,6.22576238,44.80776399
"CBNA_570544","CBNA_570544",2,6.223044291,44.80628806
"CBNA_570547","CBNA_570547",2,6.210605802,44.80204915
"CBNA_570549","CBNA_570549",4,6.229731592,44.80491104
"CBNA_570550","CBNA_570550",4,6.22878649,44.80396614
"CBNA_570551","CBNA_570551",1,6.230199615,44.80427206
"CBNA_570553","CBNA_570553",3,6.230172658,44.80314714
"CBNA_570556","CBNA_570556",3,6.23290868,44.80150914
"CBNA_570558","CBNA_570558",2,6.235194863,44.80099623
"CBNA_570559","CBNA_570559",3,6.236103979,44.79592935
"CBNA_570560","CBNA_570560",1,6.236697989,44.7940484
"CBNA_570561","CBNA_570561",2,6.225897419,44.80633303
"CBNA_570564","CBNA_570564",2,6.228147479,44.80641404
"CBNA_570565","CBNA_570565",4,6.23132459,44.80560404
"CBNA_570567","CBNA_570567",1,6.23364675,44.80517211
"CBNA_570568","CBNA_570568",4,6.237057881,44.80306613
"CBNA_570577","CBNA_570577",1,6.218238245,44.79189744
"CBNA_570582","CBNA_570582",1,6.221847399,44.79373339
"CBNA_570583","CBNA_570583",3,6.222846356,44.79329238
"CBNA_570584","CBNA_570584",2,6.22361152,44.79268939
"CBNA_570586","CBNA_570586",1,6.225744555,44.79217643
"CBNA_570589","CBNA_570589",2,6.230046791,44.78958454
"CBNA_570591","CBNA_570591",4,6.221613373,44.79520929
"CBNA_570597","CBNA_570597",1,6.231477774,44.79198743
"CBNA_570600","CBNA_570600",2,6.231774803,44.79081747
"CBNA_570602","CBNA_570602",3,6.230082701,44.79099745
"CBNA_570607","CBNA_570607",2,6.247210069,44.81802374
"CBNA_570609","CBNA_570609",2,6.243591937,44.8165568
"CBNA_570614","CBNA_570614",3,6.258433647,44.81475691
"CBNA_570641","CBNA_570641",3,5.882885462,44.89240448
"CBNA_570645","CBNA_570645",3,6.22954286,44.7801527
"CBNA_570647","CBNA_570647",3,6.549083029,44.69679762
"CBNA_570659","CBNA_570659",1,6.482958298,44.58483959
"CBNA_570663","CBNA_570663",1,6.404758855,45.03998584
"CBNA_570664","CBNA_570664",4,6.487624983,45.01447244
"CBNA_570675","CBNA_570675",4,6.188095785,44.80898784
"CBNA_570730","CBNA_570730",1,6.198383854,44.7620273
"CBNA_570756","CBNA_570756",3,6.336522696,44.6360751
"CBNA_570758","CBNA_570758",3,6.476072437,44.67028381
"CBNA_570762","CBNA_570762",3,6.561701765,44.61109238
"CBNA_570781","CBNA_570781",1,6.19989543,44.79798124
"CBNA_570786","CBNA_570786",4,5.893721421,44.92544265
"CBNA_570807","CBNA_570807",4,6.495136457,44.48363685
"CBNA_570808","CBNA_570808",1,6.489475253,44.48413177
"CBNA_570809","CBNA_570809",4,6.380246386,44.63098128
"CBNA_570817","CBNA_570817",3,6.382014905,45.0537371
"CBNA_570896","CBNA_570896",2,6.201965522,44.79550626
"CBNA_570903","CBNA_570903",3,6.164243343,44.9834115
"CBNA_570913","CBNA_570913",3,5.992625595,44.91703757
"CBNA_570915","CBNA_570915",3,5.995307691,44.91678553
"CBNA_570951","CBNA_570951",1,6.072908007,44.95936373
"CBNA_570952","CBNA_570952",3,6.073232053,44.95811277
"CBNA_570974","CBNA_570974",1,5.922593993,44.96060485
"CBNA_571002","CBNA_571002",3,6.141499824,44.93920464
"CBNA_571003","CBNA_571003",4,6.127072058,44.96746374
"CBNA_571022","CBNA_571022",1,6.168664192,44.80076208
"CBNA_571030","CBNA_571030",4,6.566750304,44.73843086
"CBNA_571073","CBNA_571073",4,6.490073021,45.02669408
"CBNA_571079","CBNA_571079",4,6.325790078,45.04995658
"CBNA_571081","CBNA_571081",4,6.326690048,45.04820167
"CBNA_571083","CBNA_571083",4,6.380611042,45.02238213
"CBNA_571086","CBNA_571086",1,6.298879111,45.06092693
"CBNA_571100","CBNA_571100",2,6.394687777,45.00468888
"CBNA_571101","CBNA_571101",1,6.228046516,45.03573626
"CBNA_571109","CBNA_571109",2,6.510859023,44.6075732
"CBNA_571111","CBNA_571111",3,6.508014867,44.60981414
"CBNA_571159","CBNA_571159",1,6.151867466,45.05297946
"CBNA_571160","CBNA_571160",4,6.169535109,45.0560665
"CBNA_571162","CBNA_571162",2,6.285342531,45.06002685
"CBNA_571163","CBNA_571163",3,6.333710337,45.05361959
"CBNA_571208","CBNA_571208",3,6.047734234,44.95259586
"CBNA_571209","CBNA_571209",4,6.046969217,44.95139882
"CBNA_571236","CBNA_571236",4,6.437758459,44.61309883
"CBNA_573381","CBNA_573381",1,6.642541972,44.75586354
"CBNA_573382","CBNA_573382",4,6.643442143,44.75355959
"CBNA_573485","CBNA_573485",2,6.59773816,44.78552694
"CBNA_573622","CBNA_573622",3,6.764090043,44.84605046
"CBNA_573631","CBNA_573631",1,6.754702802,44.85064926
"CBNA_573632","CBNA_573632",3,6.754459783,44.85129726
"CBNA_573638","CBNA_573638",2,6.755863771,44.85424015
"CBNA_573641","CBNA_573641",4,6.757339812,44.85599513
"CBNA_573675","CBNA_573675",4,6.709845858,44.81732304
"CBNA_573693","CBNA_573693",2,6.71081783,44.82508982
"CBNA_573733","CBNA_573733",4,6.81307853,44.84458363
"CBNA_573740","CBNA_573740",2,6.812088569,44.84250464
"CBNA_573746","CBNA_573746",3,6.810891529,44.84053371
"CBNA_573748","CBNA_573748",2,6.808704385,44.84140666
"CBNA_573753","CBNA_573753",1,6.805167437,44.83752777
"CBNA_573755","CBNA_573755",3,6.805626365,44.8393547
"CBNA_573758","CBNA_573758",3,6.803376308,44.83899473
"CBNA_573760","CBNA_573760",2,6.80245837,44.83893174
"CBNA_573768","CBNA_573768",3,6.800685294,44.83943573
"CBNA_573843","CBNA_573843",3,6.669587586,44.80053845
"CBNA_573845","CBNA_573845",3,6.668876564,44.80282441
"CBNA_573897","CBNA_573897",2,6.670236195,44.73446208
"CBNA_573914","CBNA_573914",3,6.66806705,44.74097789
"CBNA_573917","CBNA_573917",4,6.667545102,44.74139192
"CBNA_573944","CBNA_573944",4,6.677895442,44.74266987
"CBNA_573969","CBNA_573969",4,6.757718082,44.83264972
"CBNA_574021","CBNA_574021",4,6.791810713,44.86529203
"CBNA_574026","CBNA_574026",1,6.795707774,44.86392406
"CBNA_574029","CBNA_574029",3,6.796661898,44.86392404
"CBNA_574032","CBNA_574032",4,6.7977239,44.86289807
"CBNA_574033","CBNA_574033",1,6.798623931,44.86330307
"CBNA_574054","CBNA_574054",1,6.811962316,44.85555434
"CBNA_574064","CBNA_574064",3,6.825138747,44.85490632
"CBNA_574067","CBNA_574067",3,6.827919778,44.85529336
"CBNA_574070","CBNA_574070",2,6.828810865,44.85433038
"CBNA_574073","CBNA_574073",1,6.828351798,44.8573723
"CBNA_574075","CBNA_574075",4,6.825480739,44.85786733
"CBNA_574109","CBNA_574109",4,6.703581523,44.83048065
"CBNA_574126","CBNA_574126",3,6.654089231,44.77568111
"CBNA_574130","CBNA_574130",4,6.654395314,44.77831797
"CBNA_574150","CBNA_574150",1,6.660506367,44.78477083
"CBNA_574160","CBNA_574160",3,6.657896276,44.78761477
"CBNA_574167","CBNA_574167",1,6.657212231,44.7893068
"CBNA_574179","CBNA_574179",3,6.666725657,44.7881998
"CBNA_574183","CBNA_574183",3,6.666608591,44.78502285
"CBNA_574211","CBNA_574211",4,6.660173533,44.7665283
"CBNA_574226","CBNA_574226",3,6.667805806,44.76659127
"CBNA_574229","CBNA_574229",2,6.667931833,44.76786926
"CBNA_574245","CBNA_574245",2,6.665258679,44.77363816
"CBNA_574254","CBNA_574254",2,6.668678827,44.77753503
"CBNA_574269","CBNA_574269",1,6.659381563,44.76323435
"CBNA_574276","CBNA_574276",1,6.667454864,44.76503431
"CBNA_574369","CBNA_574369",1,6.68298857,44.84295442
"CBNA_574373","CBNA_574373",1,6.683294575,44.8449614
"CBNA_574374","CBNA_574374",3,6.682304554,44.84499734
"CBNA_574375","CBNA_574375",4,6.681449449,44.8459063
"CBNA_574412","CBNA_574412",2,6.783782396,44.87301381
"CBNA_574414","CBNA_574414",1,6.783602382,44.87484073
"CBNA_574435","CBNA_574435",4,6.798776824,44.86855893
"CBNA_574452","CBNA_574452",1,6.802862929,44.86930592
"CBNA_574491","CBNA_574491",3,6.753380089,44.82238097
"CBNA_574529","CBNA_574529",2,6.669102021,44.74558578
"CBNA_574588","CBNA_574588",3,6.77111012,44.86004513
"CBNA_574592","CBNA_574592",1,6.770039139,44.85920811
"CBNA_574597","CBNA_574597",4,6.764548902,44.85932506
"CBNA_574599","CBNA_574599",2,6.762280898,44.85952305
"CBNA_574603","CBNA_574603",1,6.761272804,44.86546295
"CBNA_574604","CBNA_574604",2,6.758716752,44.86442792
"CBNA_574617","CBNA_574617",3,6.811386653,44.83238887
"CBNA_574635","CBNA_574635",1,6.803997459,44.829284
"CBNA_574638","CBNA_574638",1,6.803007437,44.828708
"CBNA_574641","CBNA_574641",4,6.800586377,44.82875298
"CBNA_574642","CBNA_574642",4,6.798633354,44.82921192
"CBNA_574644","CBNA_574644",2,6.797571267,44.82893291
"CBNA_574645","CBNA_574645",1,6.799209394,44.82838401
"CBNA_574654","CBNA_574654",1,6.801486445,44.827664
"CBNA_574661","CBNA_574661",1,6.804645544,44.82537811
"CBNA_574676","CBNA_574676",3,6.817569698,44.84128969
"CBNA_574679","CBNA_574679",4,6.819441671,44.83975075
"CBNA_574689","CBNA_574689",3,6.828855966,44.83887779
"CBNA_574693","CBNA_574693",2,6.831106045,44.83452189
"CBNA_574695","CBNA_574695",1,6.834148074,44.83759082
"CBNA_574698","CBNA_574698",1,6.836497206,44.83791484
"CBNA_574706","CBNA_574706",4,6.842455356,44.83745588
"CBNA_574710","CBNA_574710",3,6.844552327,44.83616893
"CBNA_574716","CBNA_574716",1,6.852049551,44.83494496
"CBNA_574717","CBNA_574717",2,6.852445542,44.83387395
"CBNA_574718","CBNA_574718",3,6.853498582,44.83273999
"CBNA_574734","CBNA_574734",4,6.838468323,44.82789813
"CBNA_574745","CBNA_574745",3,6.813609527,44.84686056
"CBNA_574783","CBNA_574783",1,6.807525093,44.87175383
"CBNA_574787","CBNA_574787",2,6.816498413,44.86724507
"CBNA_574791","CBNA_574791",1,6.824634641,44.86495911
"CBNA_574813","CBNA_574813",1,6.655546869,44.81763806
"CBNA_574821","CBNA_574821",2,6.655889027,44.81195019
"CBNA_574828","CBNA_574828",2,6.66290927,44.81305721
"CBNA_574834","CBNA_574834",3,6.66512339,44.81068122
"CBNA_574836","CBNA_574836",2,6.665249305,44.80915126
"CBNA_574846","CBNA_574846",2,6.674672731,44.80885422
"CBNA_574850","CBNA_574850",3,6.675788717,44.81184215
"CBNA_574893","CBNA_574893",4,6.794106154,44.83299187
"CBNA_574905","CBNA_574905",4,6.795069078,44.8368797
"CBNA_574906","CBNA_574906",1,6.795906089,44.83723972
"CBNA_574909","CBNA_574909",4,6.795051176,44.83780674
"CBNA_574915","CBNA_574915",4,6.795474043,44.8414156
"CBNA_574917","CBNA_574917",1,6.795015113,44.84289162
"CBNA_574918","CBNA_574918",3,6.793836016,44.84169465
"CBNA_574929","CBNA_574929",3,6.790776015,44.83822968
"CBNA_574930","CBNA_574930",1,6.79155004,44.83801366
"CBNA_574952","CBNA_574952",2,6.798552173,44.8440256
"CBNA_574957","CBNA_574957",2,6.799794241,44.84180263
"CBNA_574985","CBNA_574985",2,6.782693738,44.84060558
"CBNA_575023","CBNA_575023",4,6.660227646,44.75914849
"CBNA_575026","CBNA_575026",3,6.65854458,44.75976046
"CBNA_575034","CBNA_575034",3,6.66582589,44.75942748
"CBNA_575036","CBNA_575036",4,6.666734912,44.75895045
"CBNA_575044","CBNA_575044",4,6.675663155,44.76351339
"CBNA_575068","CBNA_575068",3,6.68172937,44.76057947
"CBNA_575203","CBNA_575203",1,6.644945124,44.75725849
"CBNA_575224","CBNA_575224",1,6.638581637,44.77723809
"CBNA_575236","CBNA_575236",2,6.642496847,44.77965002
"CBNA_575253","CBNA_575253",1,6.644998933,44.7835829
"CBNA_575269","CBNA_575269",2,6.650173983,44.79214168
"CBNA_575296","CBNA_575296",4,6.813231676,44.83372086
"CBNA_575303","CBNA_575303",3,6.816345689,44.83111996
"CBNA_575328","CBNA_575328",3,6.804393564,44.82205718
"CBNA_575330","CBNA_575330",3,6.80116242,44.8220301
"CBNA_575332","CBNA_575332",1,6.800073454,44.82068023
"CBNA_575333","CBNA_575333",3,6.800388468,44.81910519
"CBNA_575340","CBNA_575340",1,6.797643397,44.82080613
"CBNA_575344","CBNA_575344",3,6.799353487,44.81903322
"CBNA_575412","CBNA_575412",3,6.845407316,44.84403473
"CBNA_575413","CBNA_575413",4,6.845938384,44.84353073
"CBNA_575423","CBNA_575423",1,6.851257471,44.84429569
"CBNA_575435","CBNA_575435",1,6.855514562,44.84379172
"CBNA_575463","CBNA_575463",3,6.832492014,44.84130772
"CBNA_575467","CBNA_575467",3,6.83509308,44.84081271
"CBNA_575493","CBNA_575493",3,6.849871412,44.83892286
"CBNA_575495","CBNA_575495",1,6.851113555,44.83846392
"CBNA_575496","CBNA_575496",4,6.85277858,44.8381399
"CBNA_575504","CBNA_575504",1,6.856486562,44.84067781
"CBNA_575505","CBNA_575505",3,6.857836672,44.84088487
"CBNA_575506","CBNA_575506",2,6.858889597,44.84160479
"CBNA_575509","CBNA_575509",4,6.860896651,44.84198284
"CBNA_575510","CBNA_575510",2,6.861517664,44.84130779
"CBNA_575511","CBNA_575511",3,6.862462804,44.84116382
"CBNA_575513","CBNA_575513",1,6.864154798,44.84274779
"CBNA_575518","CBNA_575518",1,6.864649761,44.84459276
"CBNA_575519","CBNA_575519",1,6.863155722,44.84519576
"CBNA_575527","CBNA_575527",3,6.87179593,44.84245982
"CBNA_575630","CBNA_575630",4,6.810207726,44.82294817
"CBNA_575638","CBNA_575638",1,6.812925766,44.82203915
"CBNA_575674","CBNA_575674",4,6.827569084,44.8216072
"CBNA_575677","CBNA_575677",1,6.82969314,44.82090522
"CBNA_575754","CBNA_575754",1,6.690945292,44.81469507
"CBNA_575798","CBNA_575798",4,6.652973661,44.72819826
"CBNA_575857","CBNA_575857",2,6.751534552,44.86225898
"CBNA_575861","CBNA_575861",2,6.750616593,44.86066605
"CBNA_575863","CBNA_575863",2,6.749896545,44.85807412
"CBNA_575865","CBNA_575865",4,6.748951505,44.85586918
"CBNA_575878","CBNA_575878",1,6.765890141,44.85040628
"CBNA_575880","CBNA_575880",3,6.770327295,44.84974032
"CBNA_575882","CBNA_575882",4,6.77227123,44.84999232
"CBNA_587802","CBNA_587802",4,6.129497061,44.60552135
"CBNA_587804","CBNA_587804",2,6.051113617,44.57778302
"CBNA_589002","CBNA_589002",4,5.119428536,45.82646927
"CBNA_589071","CBNA_589071",3,4.947589279,46.47678811
"CBNA_589076","CBNA_589076",2,4.908006294,46.44097783
"CBNA_590134","CBNA_590134",2,5.269200977,45.96830765
"CBNA_590412","CBNA_590412",2,5.313239527,44.20969553
"CBNA_590420","CBNA_590420",2,5.309773973,44.22917086
"CBNA_590465","CBNA_590465",2,5.701444489,43.86761657
"CBNA_590547","CBNA_590547",1,5.267427388,46.00703376
"CBNA_590861","CBNA_590861",4,5.707323232,45.22579251
"CBNA_590883","CBNA_590883",2,5.576725909,43.97752101
"CBNA_591405","CBNA_591405",2,5.728670592,44.32634563
"CBNA_591443","CBNA_591443",3,5.632107675,45.44885407
"CBNA_591456","CBNA_591456",4,5.585234516,45.43416604
"CBNA_591475","CBNA_591475",4,5.569412075,45.42627307
"CBNA_591724","CBNA_591724",4,5.846151518,44.41200559
"CBNA_591728","CBNA_591728",4,5.842938376,44.4085857
"CBNA_591742","CBNA_591742",2,5.683695808,44.32904533
"CBNA_591752","CBNA_591752",4,6.240455759,44.39745377
"CBNA_591753","CBNA_591753",2,6.249825057,44.4037626
"CBNA_591755","CBNA_591755",2,6.247223998,44.40418559
"CBNA_592308","CBNA_592308",2,6.323688775,44.57214962
"CBNA_592318","CBNA_592318",2,6.33821536,44.57331953
"CBNA_592377","CBNA_592377",2,5.614752629,44.41906049
"CBNA_592378","CBNA_592378",1,5.615454631,44.41917748
"CBNA_592389","CBNA_592389",2,5.62819905,44.45962242
"CBNA_592411","CBNA_592411",1,5.659124167,44.48675696
"CBNA_592581","CBNA_592581",4,5.651014894,44.50417141
"CBNA_592963","CBNA_592963",4,5.524570739,44.382007
"CBNA_593004","CBNA_593004",1,5.252121179,44.6367715
"CBNA_593114","CBNA_593114",4,6.51008506,44.60748317
"CBNA_593115","CBNA_593115",3,6.510877072,44.60804122
"CBNA_593117","CBNA_593117",1,6.512074161,44.59003256
"CBNA_593145","CBNA_593145",1,6.467477279,44.6513302
"CBNA_593148","CBNA_593148",3,6.328679125,45.04690569
"CBNA_593150","CBNA_593150",3,6.331469192,45.04747271
"CBNA_593151","CBNA_593151",2,6.352349964,45.03827529
"CBNA_593153","CBNA_593153",3,6.360369394,45.03215557
"CBNA_593154","CBNA_593154",4,6.360081298,45.03398253
"CBNA_593155","CBNA_593155",2,6.341846655,45.04524996
"CBNA_593156","CBNA_593156",4,6.344456774,45.04612296
"CBNA_593157","CBNA_593157",4,6.362709327,45.03924736
"CBNA_593159","CBNA_593159",4,6.381592047,45.0344057
"CBNA_593160","CBNA_593160",4,6.384868159,45.03386578
"CBNA_593175","CBNA_593175",1,6.087516024,44.91375316
"CBNA_593182","CBNA_593182",2,6.092908689,44.75412529
"CBNA_593192","CBNA_593192",1,6.309852723,44.80728724
"CBNA_593197","CBNA_593197",4,6.048256245,44.95266777
"CBNA_593198","CBNA_593198",4,6.049660218,44.95380178
"CBNA_593201","CBNA_593201",2,6.302696284,44.89998501
"CBNA_593205","CBNA_593205",1,6.377140359,44.72519131
"CBNA_593241","CBNA_593241",4,6.240304724,45.10486334
"CBNA_593251","CBNA_593251",2,6.399736571,45.05894813
"CBNA_593256","CBNA_593256",1,6.413651656,44.98256768
"CBNA_593260","CBNA_593260",1,6.459840746,45.04688921
"CBNA_593261","CBNA_593261",4,6.474520174,45.0539812
"CBNA_594253","CBNA_594253",1,5.501482763,44.08348325
"CBNA_594406","CBNA_594406",1,6.676442136,44.23589185
"CBNA_594407","CBNA_594407",3,6.676469215,44.23492886
"CBNA_594408","CBNA_594408",1,6.67276121,44.22415602
"CBNA_594412","CBNA_594412",2,6.64026635,43.80984227
"CBNA_594414","CBNA_594414",3,6.643218428,43.81225427
"CBNA_594417","CBNA_594417",4,6.491373049,43.91129572
"CBNA_594419","CBNA_594419",3,6.490580998,43.90905476
"CBNA_594424","CBNA_594424",4,6.483398971,43.90063095
"CBNA_594425","CBNA_594425",1,6.480833827,43.90337587
"CBNA_594426","CBNA_594426",2,6.480851777,43.90549987
"CBNA_594490","CBNA_594490",4,6.507682443,43.85336431
"CBNA_594492","CBNA_594492",2,6.532127382,43.8462456
"CBNA_594495","CBNA_594495",3,6.506350296,43.85693721
"CBNA_595421","CBNA_595421",1,5.469485351,45.93096777
"CBNA_596393","CBNA_596393",2,5.465575514,46.24630298
"CBNA_596413","CBNA_596413",3,5.558937682,46.13000706
"CBNA_596433","CBNA_596433",2,5.543924783,46.16557429
"CBNA_596447","CBNA_596447",2,5.632027184,46.27773114
"CBNA_596460","CBNA_596460",4,5.619390745,46.2765969
"CBNA_596667","CBNA_596667",2,5.457062423,46.18212507
"CBNA_596713","CBNA_596713",1,5.674310133,46.31685411
"CBNA_596714","CBNA_596714",3,5.674778145,46.31664716
"CBNA_596757","CBNA_596757",1,5.706200187,46.14882718
"CBNA_596843","CBNA_596843",4,5.711643765,46.28173718
"CBNA_596967","CBNA_596967",1,5.498113026,46.1708842
"CBNA_596970","CBNA_596970",4,5.500741212,46.16711326
"CBNA_597026","CBNA_597026",3,5.644374637,46.34249441
"CBNA_620690","CBNA_620690",4,5.9967891,44.50759236
"CBNA_620693","CBNA_620693",3,5.986268007,44.49303958
"CBNA_620701","CBNA_620701",2,5.772438294,44.47575077
"CBNA_620702","CBNA_620702",1,5.796532269,44.47634489
"CBNA_620704","CBNA_620704",4,5.783904787,44.48115068
"CBNA_620709","CBNA_620709",4,5.805901552,44.48574963
"CBNA_620716","CBNA_620716",3,5.858517669,44.46113534
"CBNA_620718","CBNA_620718",4,5.866770947,44.46150432
"CBNA_620720","CBNA_620720",3,5.860029704,44.45709444
"CBNA_620736","CBNA_620736",4,5.982209404,44.44941763
"CBNA_620742","CBNA_620742",2,6.013629231,44.477605
"CBNA_620745","CBNA_620745",4,6.023268424,44.4883868
"CBNA_620756","CBNA_620756",3,6.218170861,44.40467151
"CBNA_620757","CBNA_620757",2,6.220466057,44.39784961
"CBNA_620765","CBNA_620765",1,6.197154966,44.42579404
"CBNA_620774","CBNA_620774",3,6.278336539,44.54024525
"CBNA_620775","CBNA_620775",4,6.277472517,44.5409473
"CBNA_620777","CBNA_620777",1,6.281585703,44.53802229
"CBNA_620778","CBNA_620778",3,6.308280602,44.53712231
"CBNA_621196","CBNA_621196",2,4.90156213,46.43526297
"CBNA_622404","CBNA_622404",1,5.017358705,44.55699545
"CBNA_622699","CBNA_622699",1,5.130966843,46.24002034
"CBNA_622703","CBNA_622703",4,5.138707339,46.23947136
"CBNA_622736","CBNA_622736",3,5.137918164,44.52989781
"CBNA_622737","CBNA_622737",2,5.137000205,44.53009579
"CBNA_622751","CBNA_622751",3,5.11457163,44.5115922
"CBNA_622759","CBNA_622759",1,5.440466568,44.24810667
"CBNA_622760","CBNA_622760",1,5.579611044,44.19520759
"CBNA_622877","CBNA_622877",1,5.902941778,44.55854936
"CBNA_622987","CBNA_622987",3,5.097045869,46.11096289
"CBNA_623171","CBNA_623171",2,6.766436046,45.54892715
"CBNA_623275","CBNA_623275",3,5.7844358,44.48534458
"CBNA_623276","CBNA_623276",1,5.785632833,44.48321159
"CBNA_623619","CBNA_623619",2,5.563903932,44.26842992
"CBNA_623620","CBNA_623620",2,5.565803007,44.26687294
"CBNA_623701","CBNA_623701",3,7.019957446,45.45405273
"CBNA_623715","CBNA_623715",4,7.02763491,45.34114071
"CBNA_623864","CBNA_623864",1,6.333599783,44.41967459
"CBNA_623891","CBNA_623891",3,6.780868671,44.58542652
"CBNA_623952","CBNA_623952",4,5.443729997,44.43202683
"CBNA_623980","CBNA_623980",2,6.196247326,44.26767709
"CBNA_623985","CBNA_623985",4,6.195824361,44.26713708
"CBNA_623988","CBNA_623988",4,6.194546298,44.26785711
"CBNA_623989","CBNA_623989",1,6.193952311,44.26704713
"CBNA_623992","CBNA_623992",2,6.194159335,44.26587712
"CBNA_624005","CBNA_624005",1,6.18917306,44.27316688
"CBNA_624054","CBNA_624054",2,6.881780298,44.55837387
"CBNA_624064","CBNA_624064",4,6.885155433,44.55360407
"CBNA_624076","CBNA_624076",4,6.88934949,44.56251379
"CBNA_624084","CBNA_624084",4,6.884534239,44.56539368
"CBNA_624094","CBNA_624094",4,6.869359771,44.56899348
"CBNA_624165","CBNA_624165",3,6.924062661,44.64117182
"CBNA_624185","CBNA_624185",4,6.897449269,44.61291243
"CBNA_624196","CBNA_624196",3,6.746818275,44.87747756
"CBNA_627090","CBNA_627090",4,6.856915589,45.68193707
"CBNA_627500","CBNA_627500",2,4.80470594,46.15848132
"CBNA_627520","CBNA_627520",4,4.787254174,46.17196314
"CBNA_627955","CBNA_627955",3,5.124144782,45.81976451
"CBNA_627956","CBNA_627956",1,5.12292977,45.82004346
"CBNA_628452","CBNA_628452",1,5.56909949,44.16703807
"CBNA_628548","CBNA_628548",1,7.042800431,45.31732726
"CBNA_628557","CBNA_628557",3,7.039875369,45.31912721
"CBNA_628577","CBNA_628577",4,7.039155281,45.32641704
"CBNA_628583","CBNA_628583",2,7.043160489,45.32686712
"CBNA_637282","CBNA_637282",4,6.882693073,45.5941704
"CBNA_637287","CBNA_637287",2,6.812257366,45.28522331
"CBNA_637295","CBNA_637295",4,6.730092541,45.57181365
"CBNA_637297","CBNA_637297",2,6.738093684,45.57603467
"CBNA_637299","CBNA_637299",3,6.746265981,45.5719307
"CBNA_637300","CBNA_637300",2,6.738534719,45.5751076
"CBNA_637301","CBNA_637301",4,6.81257235,45.28647429
"CBNA_637304","CBNA_637304",3,6.79961139,45.5190928
"CBNA_637305","CBNA_637305",4,6.762205824,45.54580419
"CBNA_637306","CBNA_637306",4,6.767813002,45.54986315
"CBNA_637307","CBNA_637307",2,6.79151107,45.52422271
"CBNA_637308","CBNA_637308",3,6.808638697,45.52019987
"CBNA_637309","CBNA_637309",2,6.796020217,45.52268379
"CBNA_637310","CBNA_637310",3,6.771368328,45.53297943
"CBNA_637312","CBNA_637312",4,6.765293128,45.53598537
"CBNA_637314","CBNA_637314",3,6.934652683,45.29786875
"CBNA_637315","CBNA_637315",2,6.980554238,45.32095369
"CBNA_637319","CBNA_637319",2,6.923987393,45.29312579
"CBNA_637320","CBNA_637320",3,6.927317481,45.29448477
"CBNA_637324","CBNA_637324",3,6.810871372,45.28988519
"CBNA_637325","CBNA_637325",1,6.811033266,45.29020926
"CBNA_637400","CBNA_637400",3,7.035456176,45.36454036
"CBNA_637405","CBNA_637405",3,6.946776066,45.30187383
"CBNA_637670","CBNA_637670",1,6.64263685,45.21474532
"CBNA_637671","CBNA_637671",1,7.031856118,45.31137827
"CBNA_637673","CBNA_637673",3,7.035510116,45.36460333
"CBNA_637675","CBNA_637675",3,7.009814298,45.32341985
"CBNA_637676","CBNA_637676",4,7.006124195,45.32568781
"CBNA_637677","CBNA_637677",2,6.83807925,45.36445794
"CBNA_637678","CBNA_637678",1,7.032486045,45.3107393
"CBNA_637680","CBNA_637680",4,6.991255619,45.31198993
"CBNA_637681","CBNA_637681",1,6.855269848,45.35922915
"CBNA_637682","CBNA_637682",1,7.029920989,45.34726062
"CBNA_637684","CBNA_637684",4,7.006349188,45.3265158
"CBNA_637685","CBNA_637685",4,7.091843194,45.38240553
"CBNA_637686","CBNA_637686",4,7.030370929,45.35323649
"CBNA_637687","CBNA_637687",1,6.836432287,45.2007782
"CBNA_637688","CBNA_637688",4,7.017590568,45.33153781
"CBNA_637690","CBNA_637690",1,6.835811166,45.36673484
"CBNA_637696","CBNA_637696",2,6.849293573,45.35943604
"CBNA_637800","CBNA_637800",2,6.80897172,45.52020886
"CBNA_637801","CBNA_637801",3,6.811942411,45.29587908
"CBNA_637803","CBNA_637803",2,6.817072581,45.29968609
"CBNA_637804","CBNA_637804",4,6.811483279,45.29093818
"CBNA_637805","CBNA_637805",3,7.022837769,45.32238502
"CBNA_637810","CBNA_637810",1,6.815415911,45.517671
